subj_id,Duration,condition,A,B,C,D,E,F,notA,notB,notC,notD,notE,notF,BgA,BgnotA,CgB,CgnotB,DgB,DgnotB,EgB,EgnotB,FgA,FgnotA,check77,Gov_Subsidies,Energy_tax,Coal_Regulations,Solar_subsidy,Business_tax,Gas_tax,Gas_guzzler,Fuel_efficiency,quiz1,quiz2,quiz3,quiz4,quiz5,self_understanding
6c4494d1d66e51aa733bbc574b3f5123,751,intervention,3,85,65,95,90,80,90,25,15,15,15,20,35,95,80,30,100,30,100,25,40,80,77,Definitely yes,Definitely no,Definitely no,Probably no,Probably yes,Probably no,Definitely yes,Definitely yes,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,FALSE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Moderately well
05c51285b09619de0c766a9cfd11df6d,874,control,0,15,10,15,55,10,95,70,35,40,55,55,5,65,10,10,80,10,85,15,10,60,77,Definitely yes,Definitely no,Probably no,Definitely no,Probably no,Definitely no,Probably no,Definitely no,infrared; visible,"Methane,Nitrogen",allow infrared light to pass through but reflect visible light,FALSE,means that infrared light coming from the sun is allowed to pass through the atmosphere and warm the earth,Very well
769219e071139008dc1828df22c4b9f6,1136,intervention,20,70,10,50,50,10,80,50,90,50,50,50,20,70,20,5,50,20,60,10,10,20,77,Probably no,Probably no,Definitely no,Definitely no,Definitely no,Probably no,Probably yes,Probably no,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,allows more ultraviolet and gamma radiation from the sun to reach Earth's surface and cause global warming,Moderately well
3ee6165d25580c0a4447e086e00f0636,779,intervention,2,60,30,80,85,80,70,40,10,5,5,10,20,100,90,60,100,60,100,80,10,100,77,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Probably yes,Definitely no,Definitely yes,Definitely yes,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Moderately well
6acd6aa0babee0939d88c9532839b846,961,control,15,75,50,80,80,50,90,35,40,20,25,44,5,80,65,20,90,25,75,10,10,70,77,Definitely yes,Probably yes,Probably yes,Probably yes,Probably no,Probably yes,Definitely yes,Probably yes,infrared; ultraviolet,"Carbon dioxide,Methane",reflect visible light energy back toward earth,TRUE,makes the atmosphere more dense and thereby provides more insulation and heat retention,Moderately well
7da4e2df16300749c468855e65887bfd,1062,control,10,95,40,75,85,78,85,13,60,12,2,2,5,100,75,25,90,15,79,20,10,85,77,Probably no,Probably no,Probably no,Definitely yes,Probably yes,Definitely no,Probably no,Probably no,visible; infrared,Carbon dioxide,reflect visible light energy back toward earth,TRUE,makes the atmosphere more dense and thereby provides more insulation and heat retention,Slightly well
b77663ccf2672e37fcffa2e3249074b5,682,intervention,55,54,35,40,66,50,55,45,36,68,60,60,56,60,75,50,70,55,60,80,55,60,77,Probably yes,Probably yes,Definitely yes,Probably yes,Definitely yes,Definitely yes,Probably yes,Probably yes,visible; infrared,"Carbon dioxide,Oxygen",reflect visible light energy back toward earth,TRUE,means that infrared light coming from the sun is allowed to pass through the atmosphere and warm the earth,Very well
a93eb2359d484d8cc377a517fcb112a6,1244,control,17,14,30,16,60,60,70,6,30,30,30,60,15,40,70,30,30,46,60,40,30,20,77,Probably yes,Probably no,Probably no,Probably no,Probably no,Probably yes,Probably yes,Probably no,ultraviolet; visible,"Carbon dioxide,Methane,Nitrogen",reflect visible light back into space,TRUE,allows more ultraviolet and gamma radiation from the sun to reach Earth's surface and cause global warming,Very well
4b1f416cd155c904290037749cc7d624,910,control,20,60,40,75,70,40,65,30,40,20,20,60,40,60,35,20,75,40,75,45,20,25,77,Probably yes,Probably no,Probably yes,Probably yes,Probably yes,Probably yes,Definitely yes,Probably yes,infrared; ultraviolet,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,FALSE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Moderately well
b383e543c1415c39b78877623587c5e2,450,control,5,70,75,85,90,40,95,15,15,15,10,60,20,70,90,75,95,70,95,80,25,40,77,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Probably yes,Probably no,Definitely yes,Definitely yes,ultraviolet; visible,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Extremely well
3d361dcda58a848a3fceb2a596cc19a9,1115,control,1,10,5,5,20,10,99,90,95,95,75,90,1,10,10,5,25,5,30,20,1,15,77,Probably yes,Definitely no,Probably no,Definitely no,Probably no,Definitely no,Probably yes,Definitely yes,infrared; visible,"Carbon dioxide,Methane,Nitrogen",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Moderately well
35fef05070ac5c902d7bc96cbfc6906e,687,intervention,35,75,85,95,85,60,80,10,3,10,10,40,55,99,99,60,99,80,98,65,60,60,77,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Probably no,Definitely no,Definitely no,Probably yes,visible; infrared,"Carbon dioxide,Methane",reflect visible light energy back toward earth,FALSE,allows more ultraviolet and gamma radiation from the sun to reach Earth's surface and cause global warming,Moderately well
064e2c411bdab1fd8a09115b1d4f2ab2,1603,intervention,5,80,30,60,50,20,80,50,20,20,50,20,50,80,70,20,50,10,70,50,20,50,77,Probably no,Probably no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,infrared; visible,"Carbon dioxide,Methane,Nitrogen",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Very well
bc98df1cc3c208a722f227fb2030f73a,1008,intervention,10,90,30,40,40,25,90,30,60,40,30,60,20,90,40,40,40,20,70,20,20,40,77,Definitely yes,Definitely no,Definitely no,Definitely no,Probably no,Definitely no,Probably yes,Probably yes,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Moderately well
2b48a5a3d768a60fe0732d810fe1d480,1102,intervention,10,70,30,60,60,40,30,10,10,20,30,40,10,10,90,10,70,10,30,10,10,70,77,Definitely yes,Probably yes,Probably yes,Probably no,Definitely no,Definitely no,Definitely no,Definitely no,visible; infrared,"Carbon dioxide,Methane,Nitrogen",allow visible light to pass through but absorb infrared light,TRUE,allows more ultraviolet and gamma radiation from the sun to reach Earth's surface and cause global warming,Extremely well
c2d11f27f73e41753940eeaeccc57fc7,489,intervention,18,90,80,82,84,62,87,25,16,19,17,38,28,96,88,28,86,24,83,21,24,73,77,Probably yes,Probably no,Probably no,Probably yes,Probably no,Definitely no,Definitely no,Definitely no,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Moderately well
83c0b73c9ab49fec14345a1c6b769ec0,797,control,5,60,60,80,50,50,50,10,5,10,5,50,5,60,60,15,80,15,60,20,25,45,77,Definitely yes,Probably yes,Probably yes,Probably yes,Probably no,Probably no,Definitely yes,Probably yes,ultraviolet; visible,Carbon dioxide,allow infrared light to pass through but reflect visible light,TRUE,allows more ultraviolet and gamma radiation from the sun to reach Earth's surface and cause global warming,Slightly well
21bddf887d25244511aedda33a605a46,562,intervention,2,15,3,20,10,3,95,85,98,75,75,85,15,20,3,2,50,20,70,5,2,5,77,Probably yes,Probably no,Probably no,Probably yes,Probably yes,Definitely no,Definitely no,Definitely no,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Slightly well
6ed2e92128277fee9ad1db80a6b3f463,1222,control,5,60,35,65,67,15,75,50,50,50,25,50,15,55,50,20,70,30,75,25,5,50,77,Probably yes,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Probably yes,Probably yes,infrared; ultraviolet,"Oxygen,Nitrogen",allow visible light to pass through but absorb infrared light,TRUE,allows more ultraviolet and gamma radiation from the sun to reach Earth's surface and cause global warming,Not well at all
ec9f4f6f26b97a8259d969ccb91788cc,722,intervention,0,50,30,40,50,40,40,50,75,40,50,60,20,60,40,25,60,25,60,40,25,40,77,Definitely yes,Probably yes,Definitely yes,Probably no,Definitely yes,Probably yes,Probably yes,Probably yes,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Moderately well
f2b4f3f771542b86e4e9e1f3b69e1668,480,intervention,5,90,80,95,95,80,100,10,10,5,5,10,20,100,90,50,95,50,90,50,80,90,77,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,infrared; visible,Carbon dioxide,allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Very well
6c08ba3deec2eb8d1352268acf774576,507,control,10,30,60,25,40,30,90,50,60,10,10,70,20,80,70,20,60,30,60,20,10,40,77,Definitely yes,Probably yes,Probably no,Probably no,Probably yes,Probably no,Probably yes,Probably yes,ultraviolet; visible,"Carbon dioxide,Methane,Nitrogen",reflect visible light energy back toward earth,FALSE,allows more ultraviolet and gamma radiation from the sun to reach Earth's surface and cause global warming,Slightly well
0f4436d89b183fe2ec02cf12a84d4652,601,control,20,60,50,70,60,60,60,40,40,30,30,50,5,20,60,20,80,50,60,30,10,60,77,Definitely yes,Definitely no,Probably yes,Definitely no,Definitely no,Probably yes,Probably no,Probably no,ultraviolet; visible,"Carbon dioxide,Methane",allow infrared light to pass through but reflect visible light,TRUE,allows more ultraviolet and gamma radiation from the sun to reach Earth's surface and cause global warming,Very well
f47ce8c84c1d6b2bc3433ed9abca7c91,1082,intervention,32,23,18,32,18,19,18,22,31,43,15,17,26,18,22,32,17,13,24,17,23,16,77,Definitely yes,Definitely yes,Probably yes,Definitely yes,Probably yes,Definitely yes,Probably no,Probably yes,ultraviolet; visible,Carbon dioxide,allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Extremely well
f67c4c8eb7e21a51905f450d0f233fc4,767,control,50,50,10,20,20,10,80,60,90,70,30,90,10,50,10,5,30,20,20,10,2,10,77,Probably yes,Probably no,Probably no,Probably yes,Probably no,Probably no,Probably no,Probably no,ultraviolet; visible,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Slightly well
1ffcf3ffad155acca7ef573c92f4a56e,585,intervention,0,95,100,100,85,90,100,15,5,5,0,5,80,95,85,85,95,85,95,80,85,90,77,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,makes the atmosphere more dense and thereby provides more insulation and heat retention,Very well
d43f66adbf91a8b06d57f815f9a65a26,1107,control,35,40,30,40,35,20,28,72,37,65,60,64,8,60,50,10,60,5,50,12,10,55,77,Definitely yes,Probably no,Definitely no,Probably no,Definitely no,Definitely yes,Probably yes,Probably yes,infrared; visible,"Carbon dioxide,Methane",allow infrared light to pass through but reflect visible light,FALSE,allows more ultraviolet and gamma radiation from the sun to reach Earth's surface and cause global warming,Slightly well
41611490fc593660ae6c290082fd8362,1664,control,22,51,68,39,42,28,44,79,46,66,60,65,28,70,68,44,51,30,58,25,21,62,77,Probably yes,Probably yes,Probably no,Probably yes,Probably no,Definitely no,Probably yes,Probably yes,ultraviolet; visible,"Carbon dioxide,Methane",reflect visible light energy back toward earth,FALSE,allows more ultraviolet and gamma radiation from the sun to reach Earth's surface and cause global warming,Not well at all
2bf33a3d6bb6e74db6dda68ace090858,332,control,5,75,50,50,50,90,90,50,50,50,50,50,50,95,95,50,90,50,95,50,40,95,77,Definitely yes,Definitely yes,Definitely yes,Probably yes,Definitely yes,Probably yes,Definitely yes,Definitely yes,infrared; ultraviolet,"Carbon dioxide,Methane,Nitrogen",allow infrared light to pass through but reflect visible light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Moderately well
e25b6f74012d10664f3da0c35ac9d7a7,1802,intervention,33,80,70,80,75,80,45,15,25,20,25,20,75,90,80,50,90,60,90,60,50,75,77,Definitely yes,Probably no,Probably yes,Probably yes,Probably no,Probably yes,Probably yes,Probably yes,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Moderately well
10f6329073f98c721f02f648134ee1fc,2398,intervention,35,60,65,75,75,65,85,35,30,20,20,35,85,90,80,10,70,35,75,25,20,65,77,Probably yes,Definitely yes,Probably yes,Probably yes,Probably no,Probably no,Probably yes,Probably yes,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Very well
eacd31fb4d2b50269ebd28c8ccd3bd70,625,intervention,0,50,50,70,70,35,80,35,40,10,20,60,10,40,50,40,65,55,70,50,10,36,77,Definitely yes,Probably yes,Probably yes,Probably yes,Probably yes,Probably yes,Probably yes,Probably yes,infrared; ultraviolet,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,means that infrared light coming from the sun is allowed to pass through the atmosphere and warm the earth,Slightly well
2dd15f9c0a5700083d9f9f0987f77408,430,control,5,70,20,30,60,40,70,60,90,70,40,70,20,70,30,10,60,30,60,20,20,30,77,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,visible; infrared,"Carbon dioxide,Oxygen,Methane,Nitrogen",allow visible light to pass through but absorb infrared light,TRUE,means that infrared light coming from the sun is allowed to pass through the atmosphere and warm the earth,Moderately well
47105464c44fd85af428be38ac9324ae,501,intervention,10,5,1,5,5,10,80,90,90,90,90,80,1,5,5,1,50,1,5,90,20,20,70,Probably no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,FALSE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Very well
f82f7c4fa7d189f02db034badc460d54,456,control,10,30,35,30,60,40,50,50,75,60,50,70,15,40,75,20,40,20,80,25,20,50,77,Probably no,Definitely no,Definitely no,Probably yes,Definitely no,Definitely no,Probably yes,Probably no,visible; infrared,"Carbon dioxide,Methane",allow infrared light to pass through but reflect visible light,FALSE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Slightly well
270379873f5abfac21ebb6e83be0ee69,504,intervention,0,80,60,75,70,75,100,5,20,2,5,15,20,80,75,25,75,50,75,20,10,80,77,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Probably yes,Definitely yes,Definitely yes,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Moderately well
08e3b47160dd54baf7ea77cb3324422e,255,control,45,5,5,2,1,11,45,80,89,89,99,89,3,6,3,2,5,4,5,2,2,12,77,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,ultraviolet; visible,"Carbon dioxide,Oxygen",reflect visible light energy back toward earth,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Very well
eb3b9609f39cd9db26116c3a401fbd0d,630,intervention,10,80,70,95,80,80,95,10,20,15,5,25,60,90,95,65,95,50,95,70,30,95,77,Definitely yes,Probably yes,Probably yes,Probably no,Definitely no,Definitely yes,Definitely yes,Definitely yes,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Very well
39d5907f708979079eb5b1b7dc2b5e83,895,intervention,5,32,33,38,38,27,66,33,56,23,57,12,25,58,66,32,56,28,66,20,12,40,77,Definitely yes,Probably no,Probably no,Probably yes,Probably no,Probably no,Probably yes,Probably yes,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Moderately well
755a280914166f2c32d1eb7b2d4c3e47,1087,intervention,1,95,80,98,95,75,97,15,20,3,2,5,50,95,89,50,98,60,96,80,50,87,77,Probably yes,Probably no,Probably no,Probably yes,Definitely no,Probably no,Probably yes,Probably yes,visible; infrared,Carbon dioxide,allow visible light to pass through but absorb infrared light,FALSE,means that infrared light coming from the sun is allowed to pass through the atmosphere and warm the earth,Very well
ab6beacc561e7f572b4f2141088019e1,293,control,35,55,50,55,50,55,50,45,45,40,40,40,50,65,60,45,60,55,55,55,35,65,77,Probably yes,Definitely yes,Probably yes,Probably yes,Probably yes,Probably no,Definitely yes,Probably yes,visible; infrared,"Carbon dioxide,Methane",reflect visible light back into space,TRUE,allows more ultraviolet and gamma radiation from the sun to reach Earth's surface and cause global warming,Slightly well
01c985ab66b401db0404791cac4b4b32,1578,intervention,0,95,70,75,80,90,95,20,30,30,10,10,60,90,80,40,70,30,80,30,25,90,77,Definitely yes,Probably yes,Probably yes,Definitely yes,Probably yes,Probably yes,Definitely yes,Definitely yes,visible; infrared,"Carbon dioxide,Methane",reflect visible light energy back toward earth,TRUE,means that infrared light coming from the sun is allowed to pass through the atmosphere and warm the earth,Moderately well
d69492a123ad9c1f642e93876b891196,712,control,10,70,65,60,80,65,80,10,5,5,2,5,40,60,65,40,85,20,70,50,40,80,77,Definitely yes,Definitely no,Definitely no,Probably no,Definitely no,Definitely yes,Probably no,Probably no,ultraviolet; visible,"Methane,Nitrogen",allow infrared light to pass through but reflect visible light,TRUE,allows more ultraviolet and gamma radiation from the sun to reach Earth's surface and cause global warming,Slightly well
a5fa697344b1125daf4f21ce7fc804b1,491,intervention,10,80,75,90,90,20,85,30,30,10,10,75,20,80,60,40,90,75,95,75,20,20,77,Probably yes,Probably no,Probably no,Probably yes,Probably no,Definitely no,Probably yes,Probably no,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Extremely well
7a380959422e9b45146bb602b22e43c3,1948,control,5,7,15,25,20,25,70,60,70,10,17,30,5,25,45,25,45,15,35,15,10,40,77,Probably yes,Probably yes,Probably no,Probably no,Probably no,Definitely no,Definitely no,Definitely no,infrared; ultraviolet,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,allows more ultraviolet and gamma radiation from the sun to reach Earth's surface and cause global warming,Extremely well
a0e6f79257da76473a8c09e7bddaef12,924,intervention,2,80,20,25,25,25,80,20,25,10,10,50,2,80,50,10,75,10,50,10,70,75,77,Definitely yes,Definitely yes,Definitely yes,Probably yes,Probably yes,Probably yes,Probably yes,Probably yes,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Moderately well
207a9f48f1eea4af39b7507f77f445d3,416,intervention,40,5,20,50,25,40,25,10,50,30,10,50,25,30,30,10,25,25,10,30,25,40,75,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,infrared; ultraviolet,"Methane,Nitrogen",reflect visible light back into space,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Slightly well
46e6e5a22549dff871985df7e6ba9225,427,control,35,97,0,3,3,0,97,0,100,97,97,100,97,97,0,0,0,0,3,0,0,0,77,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,ultraviolet; visible,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,allows more ultraviolet and gamma radiation from the sun to reach Earth's surface and cause global warming,Extremely well
eac3cf3041090cffb6894a96c758dd40,426,control,10,28,25,19,26,35,18,20,30,40,18,20,9,18,37,8,27,7,32,15,15,18,77,Probably yes,Probably yes,Probably yes,Probably no,Definitely yes,Probably no,Probably yes,Probably yes,visible; infrared,"Carbon dioxide,Nitrogen",allow visible light to pass through but absorb infrared light,FALSE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Extremely well
76f4fdeecfd9461ffed106c9e12b16ec,510,intervention,5,35,25,20,5,25,13,20,15,20,25,15,20,17,10,10,15,25,10,20,20,5,77,Definitely no,Probably yes,Definitely yes,Definitely yes,Probably yes,Probably no,Probably yes,Definitely yes,visible; infrared,Carbon dioxide,allow infrared light to pass through but reflect visible light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Extremely well
8c7a24b8b36f85eaf9521f21e1286627,561,intervention,10,80,30,70,80,20,95,25,80,20,20,20,40,90,40,30,80,50,85,60,20,35,77,Probably yes,Probably no,Probably no,Probably yes,Probably no,Probably no,Probably yes,Probably yes,visible; infrared,"Carbon dioxide,Methane",reflect visible light energy back toward earth,TRUE,makes the atmosphere more dense and thereby provides more insulation and heat retention,Moderately well
c2b713d2c82439e5e89ed9b7527a15ac,717,intervention,55,75,75,75,80,75,85,50,25,20,10,10,5,80,80,20,75,5,80,5,10,80,77,Definitely yes,Probably yes,Probably yes,Definitely yes,Probably yes,Definitely yes,Definitely yes,Definitely yes,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Moderately well
626c038cd583c0b048bf684a69b049da,1346,control,65,40,55,44,45,80,25,25,45,15,70,15,55,15,55,20,30,15,35,55,45,15,77,Definitely yes,Definitely yes,Definitely yes,Probably no,Probably yes,Probably no,Probably yes,Probably yes,infrared; ultraviolet,Carbon dioxide,allow visible light to pass through but absorb infrared light,FALSE,means that infrared light coming from the sun is allowed to pass through the atmosphere and warm the earth,Moderately well
8f6dad445a5575277893f3c674b21974,1669,control,5,70,30,90,90,65,80,40,70,10,10,25,65,75,40,50,90,80,90,80,60,70,77,Definitely yes,Probably yes,Definitely yes,Definitely yes,Definitely yes,Probably no,Definitely yes,Probably yes,infrared; ultraviolet,"Carbon dioxide,Oxygen",reflect visible light energy back toward earth,TRUE,makes the atmosphere more dense and thereby provides more insulation and heat retention,Moderately well
e9e6dd2be3465031192e07b85d78718b,908,control,30,25,30,30,5,25,15,20,15,15,15,20,20,20,2,10,30,25,30,25,30,25,77,Probably yes,Probably yes,Probably yes,Probably yes,Probably yes,Probably no,Probably yes,Probably no,visible; infrared,"Carbon dioxide,Methane,Nitrogen",reflect visible light energy back toward earth,FALSE,allows more ultraviolet and gamma radiation from the sun to reach Earth's surface and cause global warming,Very well
44108babc0794b76bf954670eca66797,512,intervention,10,30,20,25,30,20,90,75,85,70,70,80,30,20,65,15,50,30,50,25,35,30,77,Definitely no,Probably yes,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Moderately well
95f2ee01df786abc37361ee9404e8738,479,control,10,40,90,85,90,60,85,70,10,15,10,40,10,70,100,60,100,65,100,80,10,70,77,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Probably yes,Definitely yes,Definitely yes,ultraviolet; visible,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Slightly well
6f0533af2447d6605f3c4c4b8463b373,589,control,5,65,85,75,80,75,80,10,10,25,3,20,45,98,90,45,85,80,85,65,35,90,77,Definitely yes,Probably no,Probably yes,Probably yes,Probably yes,Definitely no,Definitely yes,Definitely yes,visible; infrared,"Carbon dioxide,Methane,Nitrogen",allow infrared light to pass through but reflect visible light,TRUE,means that infrared light coming from the sun is allowed to pass through the atmosphere and warm the earth,Moderately well
d047620767295e52b451b9d138af0ed8,594,intervention,50,50,70,65,60,40,50,40,15,10,10,40,30,75,85,30,90,60,90,50,20,75,77,Definitely yes,Probably yes,Probably yes,Probably yes,Probably no,Definitely no,Probably yes,Probably no,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Very well
1bf4f19acd37c5828eee0e911bd3d436,614,control,13,67,40,76,50,33,70,25,20,40,10,12,30,67,88,75,80,40,80,30,10,70,77,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Probably no,Probably yes,Probably yes,infrared; ultraviolet,"Carbon dioxide,Oxygen,Nitrogen",allow visible light to pass through but absorb infrared light,FALSE,allows more ultraviolet and gamma radiation from the sun to reach Earth's surface and cause global warming,Very well
d762894b2889214b70fc8fdb7af63aec,418,control,2,15,10,5,30,8,25,20,85,90,65,90,5,15,10,1,25,5,50,2,1,5,77,Definitely yes,Probably yes,Probably yes,Probably yes,Probably yes,Probably no,Probably yes,Probably yes,visible; infrared,"Methane,Nitrogen",allow visible light to pass through but absorb infrared light,TRUE,allows more ultraviolet and gamma radiation from the sun to reach Earth's surface and cause global warming,Slightly well
3d3bae165a5ede17d0c565f33f951f35,1204,intervention,1,35,50,75,75,60,90,60,40,20,25,40,15,60,85,10,80,25,80,25,25,75,77,Probably yes,Probably no,Definitely no,Definitely no,Probably no,Definitely no,Probably no,Probably no,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Moderately well
6ee172de866988a416c831288bdd486a,451,intervention,25,50,40,50,50,50,50,50,60,50,50,50,15,80,65,20,75,35,70,30,20,60,77,Probably yes,Probably yes,Probably yes,Probably yes,Probably yes,Probably yes,Probably yes,Probably no,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Moderately well
467923779d342c6dba903772c60709c2,449,control,90,10,20,30,10,20,30,90,70,70,70,90,3,50,50,10,60,10,50,5,2,30,77,Probably yes,Probably yes,Probably yes,Probably yes,Probably no,Definitely no,Probably yes,Probably yes,ultraviolet; visible,Methane,reflect visible light energy back toward earth,TRUE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Slightly well
4beaf8537aecf9e331d802a38f237a56,1085,control,0,50,100,100,100,50,100,30,0,0,0,50,40,100,100,100,100,40,100,80,40,80,77,Definitely yes,Definitely yes,Definitely yes,Probably no,Definitely yes,Probably yes,Definitely yes,Probably yes,visible; infrared,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,FALSE,"absorbs infrared light energy, slowing its emission into space and warming the earth",Very well
55d27ca05e685568bcebab0a843d16af,616,control,0,70,60,70,70,20,100,20,30,20,20,20,0,60,60,30,70,30,70,30,20,30,77,Definitely yes,Probably yes,Probably no,Probably no,Probably no,Definitely no,Probably no,Probably yes,ultraviolet; visible,"Carbon dioxide,Methane",allow visible light to pass through but absorb infrared light,TRUE,makes the atmosphere more dense and thereby provides more insulation and heat retention,Slightly well
de8a7074f243ef7e8fd4f5d6b475b3a3,648,intervention,10,25,20,25,25,10,1,3,2,2,4,5,1,5,30,10,20,5,20,20,1,5,77,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,visible; infrared,"Methane,Nitrogen",reflect visible light back into space,TRUE,allows more ultraviolet and gamma radiation from the sun to reach Earth's surface and cause global warming,Not well at all
c7356a2196f8aadee82ee7874338e0b5,288,control,0,80,65,90,80,60,80,10,25,10,20,20,50,70,70,60,80,50,90,50,50,70,77,Definitely yes,Probably yes,Probably yes,Probably yes,Probably yes,Probably no,Definitely yes,Definitely yes,ultraviolet; visible,"Carbon dioxide,Methane",allow infrared light to pass through but reflect visible light,TRUE,makes the atmosphere more dense and thereby provides more insulation and heat retention,Slightly well
