subj_id,Duration,A,B,C,D,E,F,notA,notB,notC,notD,notE,notF,BgA,BgnotA,CgB,CgnotB,DgB,DgnotB,EgB,EgnotB,FgA,FgnotA,check77,Gov_Subsidies,Energy_tax,Coal_Regulations,Solar_subsidy,Business_tax,Gas_tax,Gas_guzzler,Fuel_efficiency,Age,Gender,Race,Education_level,Political_Party,Political_Views,Past_Voting
0a5dfd51fa6b3d4f4604b5ebaf45f39e,543,10,75,65,70,60,65,80,25,35,25,30,25,25,40,75,25,75,40,80,50,25,75,77,Definitely yes,Probably yes,Probably yes,Definitely yes,Probably yes,Definitely yes,Definitely yes,Definitely yes,56,Male,White or Caucasian,Some undergraduate education,Independent,Neither Liberal nor Conservative,Joe Biden
ec9f4f6f26b97a8259d969ccb91788cc,446,10,40,30,60,50,40,50,20,50,20,40,80,20,40,60,50,60,30,50,40,60,20,77,Probably yes,Probably no,Probably yes,Probably no,Probably yes,Definitely yes,Definitely yes,Probably no,71,Male,White or Caucasian,Bachelor’s Degree,Democratic Party,Slightly Liberal,Joe Biden
270379873f5abfac21ebb6e83be0ee69,279,5,60,30,75,70,70,90,5,20,10,10,5,30,80,60,20,65,20,75,25,15,70,77,Probably yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Probably yes,Definitely yes,Definitely yes,39,Male,White or Caucasian,High School Diploma,Democratic Party,Slightly Liberal,Joe Biden
626c038cd583c0b048bf684a69b049da,938,15,80,25,17,65,50,25,70,37,15,90,35,66,67,70,60,45,55,35,20,25,40,77,Definitely no,Probably yes,Probably yes,Probably no,Definitely yes,Definitely yes,Probably yes,Probably yes,47,Male,White or Caucasian,Bachelor’s Degree,Republican Party,Very Conservative,Joe Biden
9add520af769b2e7f1d3ddaa8c79fb20,660,30,80,70,90,90,70,70,30,15,10,10,30,20,90,85,45,80,55,95,40,60,70,77,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,29,Male,White or Caucasian,Bachelor’s Degree,Democratic Party,Very Liberal,Joe Biden
8ca003e7c52fa61330373f59c23bb3e2,622,25,65,55,70,60,60,70,35,35,35,30,10,45,85,65,35,75,45,90,40,30,80,77,Definitely yes,Definitely yes,Probably yes,Probably yes,Probably yes,Probably yes,Definitely yes,Definitely yes,36,Male,White or Caucasian,Master’s Degree,Democratic Party,Very Liberal,Joe Biden
09c95d39994808447b431e06259e0ab6,698,5,90,60,100,100,30,95,10,20,0,0,60,30,50,75,10,100,60,100,100,10,20,77,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely no,Definitely yes,Definitely yes,35,Male,White or Caucasian,High School Diploma,Republican Party,Slightly Conservative,Joe Biden
181240905fef5bf4d9bbe3888201ba0f,890,2,35,45,55,60,40,55,5,5,3,3,5,5,70,75,10,70,40,75,40,7,65,77,Definitely yes,Definitely yes,Definitely yes,Probably yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,38,Male,White or Caucasian,Master’s Degree,Republican Party,Very Conservative,Donald Trump
3ee6165d25580c0a4447e086e00f0636,568,10,80,30,90,70,30,100,15,20,5,5,5,10,100,80,20,100,30,100,60,20,85,77,Probably yes,Definitely yes,Definitely yes,Definitely yes,Probably yes,Definitely no,Definitely yes,Definitely yes,43,Female,White or Caucasian,High School Diploma,Democratic Party,Slightly Liberal,Joe Biden
0d26a5188f9e2ea3ee76ac0d7dcebf03,393,0,75,100,80,80,70,100,25,30,10,10,35,20,90,80,60,90,70,100,50,50,70,77,Definitely yes,Probably yes,Probably yes,Definitely yes,Probably yes,Probably no,Definitely yes,Probably no,35,Male,White or Caucasian,High School Diploma,Democratic Party,Very Liberal,Did not vote
21bddf887d25244511aedda33a605a46,419,0,10,2,50,50,2,98,85,95,50,50,98,50,15,5,3,60,10,60,10,2,2,77,Probably yes,Definitely no,Probably no,Probably yes,Probably yes,Definitely no,Definitely no,Probably no,44,Female,White or Caucasian,Some undergraduate education,Independent,Slightly Conservative,Third party candidate
df1f31033052ab220317d446cdc759df,535,5,85,75,90,85,1,80,50,5,10,10,2,1,50,10,50,85,90,85,75,1,15,77,Definitely yes,Definitely yes,Probably yes,Definitely yes,Definitely yes,Definitely yes,Definitely no,Probably yes,36,Female,White or Caucasian,High School Diploma,Democratic Party,Very Liberal,Joe Biden
64ded692b586d3740accae257c4c7a3b,500,53,32,54,24,55,23,32,23,23,55,30,43,66,53,30,24,45,45,53,55,23,42,77,Probably yes,Probably yes,Probably yes,Probably no,Probably yes,Probably yes,Definitely yes,Probably no,30,Male,White or Caucasian,Bachelor’s Degree,Democratic Party,Neither Liberal nor Conservative,Joe Biden
e9e6dd2be3465031192e07b85d78718b,1083,35,30,30,25,35,25,5,20,30,10,35,20,25,10,7,15,40,25,15,30,20,25,77,Probably yes,Probably yes,Probably yes,Probably yes,Probably yes,Probably yes,Probably yes,Probably yes,27,Female,White or Caucasian,High School Diploma,Democratic Party,Slightly Liberal,Did not vote
c10a803e78ea179bd613e1e22fcc2004,1115,20,1,1,15,2,1,10,80,80,80,90,90,0,5,1,2,10,30,20,60,15,2,77,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,49,Female,White or Caucasian,Bachelor’s Degree,Republican Party,Very Conservative,Donald Trump
dce446ebc621ff6e8b37448efe9534ff,284,10,60,30,50,60,40,10,10,20,20,10,30,20,10,50,20,40,30,60,20,5,10,77,Probably yes,Probably yes,Probably no,Probably yes,Probably yes,Definitely no,Probably no,Probably yes,34,Male,White or Caucasian,High School Diploma,Democratic Party,Neither Liberal nor Conservative,Joe Biden
a93eb2359d484d8cc377a517fcb112a6,1113,70,60,40,80,50,70,20,40,50,30,58,20,50,50,40,60,50,60,80,40,70,60,77,Definitely yes,Definitely yes,Probably no,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,50,Male,Black or African American,Bachelor’s Degree,Democratic Party,Very Liberal,Joe Biden
f809e9820e905dfb00186dbf8a90f5d9,826,39,10,65,70,33,60,30,10,25,45,30,15,20,15,35,60,44,20,40,55,30,22,25,Probably no,Probably yes,Probably no,Probably yes,Probably no,Probably no,Probably yes,Probably yes,50,Female,White or Caucasian,Some undergraduate education,Democratic Party,Very Liberal,Joe Biden
f47ce8c84c1d6b2bc3433ed9abca7c91,821,16,13,29,45,40,17,43,19,35,30,26,27,23,14,14,65,25,43,47,31,22,16,77,Probably no,Probably yes,Definitely yes,Definitely no,Probably yes,Probably yes,Definitely yes,Definitely yes,26,Male,White or Caucasian,Bachelor’s Degree,Democratic Party,Slightly Liberal,Joe Biden
61be2be81fc97a4871fb58e361adda9a,338,5,80,80,80,80,80,95,20,20,20,20,20,95,20,80,20,10,20,80,20,95,20,77,Definitely yes,Probably no,Probably no,Definitely yes,Definitely no,Probably no,Definitely yes,Probably yes,31,Female,White or Caucasian,Master’s Degree,Democratic Party,Very Liberal,Joe Biden
4f723aa0e997883d9c829bf6a96b23d3,188,5,11,10,11,15,12,0,10,10,10,11,1,10,10,7,5,25,11,10,15,10,10,77,Probably no,Probably yes,Probably yes,Probably yes,Probably yes,Definitely yes,Probably no,Probably yes,29,Male,White or Caucasian,Bachelor’s Degree,Democratic Party,Very Liberal,Prefer not to say
530e988d74a1902a00743a1c1a3fb193,1192,5,80,60,75,65,50,80,25,15,10,15,20,5,70,75,10,70,25,75,35,15,65,77,Definitely yes,Probably yes,Probably no,Probably yes,Probably yes,Probably no,Probably yes,Definitely yes,31,Male,Hispanic or Latinx,Some undergraduate education,Democratic Party,Slightly Liberal,Joe Biden
c7f90ac0931ca4a688e08d68cab771d4,507,50,60,60,60,60,80,60,50,20,20,20,20,60,60,60,50,80,60,60,60,50,100,77,Definitely yes,Probably yes,Probably yes,Definitely yes,Probably yes,Definitely no,Probably yes,Definitely yes,33,Female,White or Caucasian,Bachelor’s Degree,Democratic Party,Very Liberal,Joe Biden
d394a6fa93293d337a087c7384bfb138,571,47,45,51,63,61,55,57,49,44,66,56,53,61,63,47,67,36,66,34,75,50,64,77,Probably no,Probably no,Probably yes,Definitely yes,Probably yes,Definitely yes,Probably yes,Probably yes,30,Female,White or Caucasian,Bachelor’s Degree,Democratic Party,Slightly Conservative,Donald Trump
1e1c0cf2fda95bccea4ec0d0823fca2b,990,0,50,25,55,50,0,90,50,80,50,50,100,90,50,50,50,75,50,50,90,50,0,77,Probably no,Probably no,Probably no,Probably no,Probably no,Probably no,Probably no,Probably no,31,Female,White or Caucasian,Bachelor’s Degree,Democratic Party,Slightly Liberal,Joe Biden
8b0a628126db6a04c96c04f010611f67,1263,0,80,90,96,90,70,97,30,15,10,20,25,40,70,40,10,80,20,70,60,25,30,77,Definitely yes,Probably yes,Probably no,Probably yes,Probably yes,Probably no,Definitely yes,Probably yes,NA,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say
34780a4c3bf3b2f6486d1d789d17327d,1093,23,70,24,67,45,56,40,67,34,13,23,80,12,67,68,32,23,45,45,24,34,35,77,Definitely yes,Probably no,Probably no,Probably yes,Probably yes,Definitely no,Probably yes,Probably no,37,Female,White or Caucasian,Some undergraduate education,Republican Party,Slightly Conservative,Donald Trump
2ac80a6f81abc43c157e469ca3e2dbce,387,60,60,20,50,40,20,50,5,40,15,30,20,70,60,60,20,50,50,40,40,10,10,77,Probably yes,Probably yes,Probably yes,Probably yes,Probably yes,Probably yes,Probably yes,Probably yes,27,Male,Asian,Bachelor’s Degree,Democratic Party,Slightly Liberal,Joe Biden
80e7f5f079871eb6e0971216da18aadc,1062,46,50,66,70,86,30,30,78,65,30,40,75,80,46,65,45,85,54,36,20,40,45,77,Probably yes,Definitely yes,Probably no,Definitely yes,Probably no,Probably yes,Definitely no,Probably yes,36,Female,Black or African American,High School Diploma,Democratic Party,Slightly Liberal,Joe Biden
43d34cca30dca077f83cb20ee3404c98,715,7,50,20,60,48,20,6,5,7,5,15,4,5,20,45,40,60,8,74,6,6,70,77,Probably yes,Probably no,Probably no,Probably no,Probably no,Probably no,Definitely no,Probably yes,33,Female,Black or African American,Master’s Degree,Democratic Party,Very Liberal,Joe Biden
d9b50060c34bc8e18662eaac28914d26,1364,20,60,30,60,60,50,60,20,80,25,20,50,50,60,40,20,50,50,60,70,50,50,77,Probably yes,Definitely no,Definitely no,Probably no,Definitely no,Definitely no,Definitely no,Definitely no,27,Female,White or Caucasian,Bachelor’s Degree,Independent,Slightly Conservative,Did not vote
207a9f48f1eea4af39b7507f77f445d3,319,10,30,40,50,50,5,30,50,60,30,50,70,20,50,25,30,30,40,50,50,30,50,75,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,44,Female,White or Caucasian,Master’s Degree,Republican Party,Slightly Conservative,Donald Trump
41611490fc593660ae6c290082fd8362,1290,65,65,60,45,39,22,55,51,46,58,55,60,55,80,70,21,60,28,77,30,20,45,77,Probably yes,Probably yes,Definitely no,Probably yes,Probably no,Definitely no,Probably yes,Probably no,60,Female,White or Caucasian,High School Diploma,Independent,Slightly Conservative,Donald Trump
fe20d0c4b50d88752a51a7d7487e95a7,878,20,80,80,90,90,75,75,20,15,10,5,20,75,75,80,70,85,75,85,75,65,80,77,Definitely yes,Probably yes,Definitely yes,Probably yes,Definitely yes,Probably yes,Definitely yes,Probably yes,29,Female,White or Caucasian,Master’s Degree,Democratic Party,Very Liberal,Joe Biden
30b3d74d88e8dad5eeb741cc00ba4496,413,0,1,1,10,1,0,10,90,95,99,99,99,10,10,1,0,20,0,12,10,0,0,77,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,54,Male,White or Caucasian,Ph.D. or higher,Republican Party,Very Conservative,Donald Trump
c86362cca6a49c5f54d8c9820ccacd93,294,50,20,60,80,100,20,60,50,60,50,20,20,40,60,80,50,50,50,60,25,20,50,77,Probably yes,Probably no,Probably no,Definitely yes,Probably yes,Probably yes,Definitely yes,Definitely yes,24,Male,White or Caucasian,Bachelor’s Degree,Independent,Slightly Liberal,Joe Biden
bc98df1cc3c208a722f227fb2030f73a,620,20,75,20,40,40,25,80,25,75,50,75,75,25,75,50,20,50,50,40,60,25,25,77,Definitely yes,Definitely no,Probably no,Definitely no,Probably no,Definitely no,Probably yes,Definitely yes,65,Female,White or Caucasian,Bachelor’s Degree,Republican Party,Neither Liberal nor Conservative,Donald Trump
694f46aac0b942910c716f0bd3c41c6e,867,15,88,98,90,90,5,75,10,5,10,10,80,30,90,95,70,75,5,90,78,0,5,77,Definitely yes,Definitely yes,Definitely yes,Probably yes,Probably yes,Probably no,Probably yes,Definitely yes,57,Prefer not to say,White or Caucasian,Master’s Degree,Independent,Slightly Liberal,Third party candidate
76f4fdeecfd9461ffed106c9e12b16ec,422,0,5,5,10,5,10,10,5,5,5,10,30,18,20,7,15,6,5,15,15,10,10,77,Definitely yes,Probably yes,Probably yes,Definitely yes,Probably yes,Probably yes,Probably yes,Probably no,41,Male,White or Caucasian,Some graduate education,Republican Party,Very Conservative,Joe Biden
41605d40e536f8d55c68ce0175332d4b,431,15,80,60,90,75,70,75,10,15,15,10,15,25,55,85,30,85,30,60,40,20,85,77,Definitely yes,Probably yes,Probably yes,Probably yes,Probably yes,Definitely no,Probably no,Probably no,39,Female,White or Caucasian,Bachelor’s Degree,Democratic Party,Slightly Liberal,Joe Biden
6213752ac98a312a9758344058e61573,425,30,60,40,70,80,60,80,30,55,10,20,55,40,60,30,30,80,40,90,40,30,60,77,Definitely yes,Probably yes,Probably yes,Probably no,Definitely yes,Probably yes,Definitely yes,Probably yes,23,Male,White or Caucasian,Some undergraduate education,Independent,Neither Liberal nor Conservative,Did not vote
e22d238676b9e393e86305a4c10131f9,350,1,40,0,50,15,0,75,50,85,65,50,100,50,35,0,0,5,50,50,50,0,0,77,Probably no,Probably yes,Probably no,Probably yes,Definitely yes,Definitely no,Definitely no,Definitely no,36,Male,White or Caucasian,Bachelor’s Degree,Independent,Slightly Liberal,Donald Trump
3c4630378998c54b39c47ac063443daf,492,5,50,30,75,25,75,75,25,25,25,5,25,50,75,75,25,90,25,75,20,30,75,77,Definitely yes,Probably yes,Probably yes,Probably yes,Probably yes,Probably no,Probably yes,Probably yes,29,Male,White or Caucasian,Bachelor’s Degree,Democratic Party,Very Liberal,Joe Biden
a8e20de130d218c317dd6ec5315465ee,297,10,85,75,75,75,50,50,10,35,10,10,10,2,95,65,10,85,20,75,20,5,90,77,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Probably yes,Definitely yes,Probably yes,27,Male,White or Caucasian,High School Diploma,Independent,Neither Liberal nor Conservative,Did not vote
7088d69295f794a95be41839b83a51ec,738,20,60,25,30,40,40,60,40,60,50,50,60,40,60,50,30,30,30,60,60,30,40,77,Probably no,Probably no,Definitely no,Probably no,Probably yes,Definitely no,Definitely no,Probably yes,24,Male,White or Caucasian,High School Diploma,Republican Party,Very Conservative,Donald Trump
6eea2c67db5d7db1e180ffba47547b57,857,0,75,30,40,50,40,100,0,50,0,0,10,20,50,35,30,50,20,70,50,15,60,77,Definitely yes,Probably no,Probably yes,Probably no,Probably yes,Probably no,Definitely yes,Definitely yes,33,Female,White or Caucasian,Bachelor’s Degree,Democratic Party,Very Liberal,Joe Biden
6ba1099b3bfa7a9a41bb37aa0f7befa4,1258,5,50,70,70,60,60,70,20,20,10,10,20,40,30,50,60,80,40,75,30,30,40,77,Probably yes,Probably no,Probably yes,Probably no,Probably yes,Probably no,Probably no,Probably yes,50,Female,White or Caucasian,High School Diploma,Democratic Party,Neither Liberal nor Conservative,Joe Biden
95309b55fd91f61a09724a208aaa0bfd,382,25,70,40,75,90,50,80,20,60,10,10,30,50,95,65,20,95,30,95,50,20,60,77,Probably no,Probably yes,Probably no,Definitely no,Probably yes,Probably no,Definitely yes,Definitely yes,45,Female,White or Caucasian,Bachelor’s Degree,Democratic Party,Slightly Liberal,Joe Biden
5516a2687f1dc3494871d50f6a22a3e8,270,50,50,69,20,50,50,50,50,50,50,50,50,50,50,30,50,50,50,50,50,40,50,77,Probably no,Probably yes,Probably yes,Definitely yes,Probably no,Probably no,Definitely no,Probably yes,25,Male,White or Caucasian,Some graduate education,Republican Party,Neither Liberal nor Conservative,Joe Biden
55d27ca05e685568bcebab0a843d16af,1509,0,80,60,60,60,20,100,20,40,30,10,20,15,60,60,40,60,60,60,40,20,30,77,Definitely yes,Probably yes,Probably no,Probably no,Probably no,Probably no,Definitely yes,Probably yes,26,Male,Black or African American,Bachelor’s Degree,Democratic Party,Slightly Liberal,Joe Biden
0720249c194313a946593af03bf68dfb,1159,30,20,33,27,33,15,35,20,50,25,25,11,30,25,12,10,25,15,25,30,10,25,77,Probably no,Probably no,Probably yes,Probably yes,Definitely no,Probably no,Probably yes,Probably no,28,Female,White or Caucasian,Bachelor’s Degree,Democratic Party,Very Liberal,Joe Biden
8a111e5c04b0ba32913848a3c3bb8839,383,19,8,17,13,16,32,11,34,19,22,13,15,24,15,14,24,31,18,15,9,25,32,77,Definitely yes,Definitely yes,Probably yes,Probably no,Probably yes,Definitely no,Definitely yes,Probably yes,28,Male,White or Caucasian,Master’s Degree,Independent,Slightly Conservative,Joe Biden
ca95c2cab2de6850e4739e3963444470,1457,1,4,2,8,20,3,4,3,98,10,4,89,5,4,3,3,3,4,2,4,2,5,5,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,41,Female,White or Caucasian,Master’s Degree,Republican Party,Very Conservative,Donald Trump
8f6dad445a5575277893f3c674b21974,750,5,90,40,90,90,65,5,20,75,10,10,30,80,75,40,35,90,90,90,70,10,60,77,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Probably yes,Definitely yes,Probably yes,36,Female,Black or African American,Bachelor’s Degree,Democratic Party,Slightly Liberal,Joe Biden
9fbe7c71ad0e23e4d597231e622553eb,444,3,45,10,65,65,50,65,60,75,15,20,40,75,60,30,5,85,50,65,20,25,60,77,Definitely yes,Definitely yes,Definitely yes,Probably no,Definitely yes,Probably no,Probably no,Probably no,32,Female,White or Caucasian,Some undergraduate education,Independent,Neither Liberal nor Conservative,Did not vote
e25b6f74012d10664f3da0c35ac9d7a7,1680,15,80,75,80,80,75,80,15,20,25,15,50,50,100,75,33,100,100,100,85,50,90,77,Probably yes,Probably yes,Probably yes,Probably yes,Probably yes,Definitely yes,Probably yes,Probably yes,30,Male,White or Caucasian,Bachelor’s Degree,Republican Party,Slightly Conservative,Joe Biden
0ceaadc4c90683e640b489b9cbf85c2b,225,2,75,80,95,95,50,90,5,10,5,5,20,50,95,90,80,95,90,95,90,5,50,77,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,35,Male,White or Caucasian,High School Diploma,Democratic Party,Very Liberal,Joe Biden
b0dab2814cc5367302ed4b6515e95406,455,10,50,65,50,45,50,60,50,20,50,10,10,50,54,70,65,65,65,55,65,90,90,77,Definitely yes,Probably yes,Probably yes,Probably yes,Definitely yes,Definitely no,Probably no,Probably no,35,Male,White or Caucasian,High School Diploma,Independent,Neither Liberal nor Conservative,Prefer not to say
f913ba0125456aaf6b21b45910226469,1172,10,48,40,40,45,10,80,40,25,35,30,60,40,40,35,45,40,41,40,35,30,29,77,Probably yes,Probably yes,Probably no,Probably yes,Probably yes,Definitely yes,Definitely no,Definitely yes,23,Female,Black or African American,High School Diploma,Democratic Party,Very Liberal,Donald Trump
f5371943fe742a712c9572dd184a4564,1036,0,10,40,80,90,20,100,90,30,0,80,80,30,60,90,80,90,80,100,90,20,20,77,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,66,Male,Asian,Some undergraduate education,Independent,Slightly Liberal,Did not vote
07666f5a141bd17aeefebd7d26c6059b,1264,10,60,15,80,85,35,95,30,55,20,10,65,5,65,65,15,80,45,90,25,18,42,77,Definitely yes,Probably no,Probably no,Definitely no,Definitely no,Definitely no,Definitely yes,Probably no,39,Male,White or Caucasian,Bachelor’s Degree,Democratic Party,Slightly Liberal,Joe Biden
b766c40c92a97af3a081e1614cb2b83a,767,0,100,100,100,100,100,100,0,0,0,0,0,100,100,100,100,100,100,100,25,100,100,77,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,71,Male,White or Caucasian,Master’s Degree,Democratic Party,Very Liberal,Joe Biden
14ff130ac988f2f4952cc9e0b9d0588f,345,5,85,85,85,90,85,95,3,15,5,2,10,25,90,90,45,95,35,95,45,25,95,77,Definitely yes,Probably no,Probably yes,Probably yes,Probably yes,Definitely no,Definitely yes,Probably yes,53,Female,White or Caucasian,Some graduate education,Democratic Party,Slightly Liberal,Joe Biden
41c8ccd30b646ed962a7eeddbe7a5710,626,0,32,1,16,32,84,100,68,68,84,84,32,1,84,68,1,32,1,32,1,16,84,77,Definitely yes,Probably yes,Probably no,Definitely yes,Probably no,Probably no,Probably yes,Probably yes,55,Male,Multiracial or Biracial,Master’s Degree,Republican Party,Neither Liberal nor Conservative,Did not vote
ea47445c9062d44c2b9f2fe36fae0d8c,203,1,51,20,15,35,51,99,1,5,0,1,5,51,51,51,15,20,10,51,10,10,15,77,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,47,Male,Black or African American,Bachelor’s Degree,Independent,Neither Liberal nor Conservative,Joe Biden
f5658d8dab9b7d7d1e57c5e3eb477b52,1900,0,5,0,10,30,10,100,15,70,0,0,40,30,10,0,0,10,15,20,30,0,0,77,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Probably no,Definitely no,Definitely no,20,Female,White or Caucasian,Some undergraduate education,Republican Party,Very Conservative,Donald Trump
7feac7d826ba2c782dcca2de34c93fc5,1758,30,4,25,50,50,30,35,96,25,40,50,80,4,0,30,40,40,50,50,50,50,25,77,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,60,Female,White or Caucasian,Bachelor’s Degree,Independent,Slightly Conservative,Did not vote
6f0533af2447d6605f3c4c4b8463b373,967,20,90,75,70,85,65,92,5,8,10,5,10,50,95,95,40,65,65,90,45,35,55,77,Definitely yes,Probably yes,Probably yes,Probably no,Definitely yes,Definitely no,Definitely yes,Probably yes,39,Female,White or Caucasian,Bachelor’s Degree,Independent,Neither Liberal nor Conservative,Joe Biden
4b4a80821105a306fc720775c933c163,249,0,80,85,85,85,100,100,0,0,5,25,0,85,100,85,65,100,65,85,65,65,85,77,Definitely yes,Definitely yes,Definitely yes,Probably yes,Probably yes,Definitely yes,Definitely yes,Probably yes,54,Male,White or Caucasian,Bachelor’s Degree,Independent,Neither Liberal nor Conservative,Joe Biden
103b911363f691b040424ac498a3eccf,1852,12,12,21,32,23,13,12,14,23,12,32,23,14,12,14,23,32,21,13,32,21,21,77,Probably yes,Probably yes,Probably no,Probably no,Probably yes,Probably no,Probably yes,Probably yes,32,Male,White or Caucasian,Bachelor’s Degree,Democratic Party,Very Conservative,Joe Biden
d43f66adbf91a8b06d57f815f9a65a26,638,63,15,20,30,40,35,25,40,65,42,50,70,10,50,25,20,56,20,65,20,15,60,77,Definitely yes,Probably yes,Probably no,Probably no,Probably no,Probably yes,Probably yes,Probably yes,27,Male,Asian,Bachelor’s Degree,Independent,Neither Liberal nor Conservative,Did not vote
9f38f0a12d58c1c79366a07719337aba,531,5,70,42,92,80,65,73,8,60,5,5,40,15,80,45,10,92,42,25,92,25,65,77,Definitely yes,Definitely yes,Definitely yes,Probably yes,Definitely yes,Probably yes,Probably yes,Definitely yes,59,Female,White or Caucasian,High School Diploma,Republican Party,Slightly Conservative,Donald Trump
bee88249960e5974bc1889036976b0cc,471,0,75,49,61,85,25,99,19,26,14,12,40,39,95,43,32,65,25,73,37,19,59,77,Definitely yes,Definitely yes,Definitely yes,Probably yes,Probably yes,Probably yes,Definitely yes,Probably yes,24,Male,Black or African American,Some undergraduate education,Democratic Party,Very Liberal,Did not vote
83c0b73c9ab49fec14345a1c6b769ec0,488,10,45,75,80,65,45,65,10,25,15,15,80,30,45,75,15,80,25,80,25,10,20,77,Definitely yes,Probably yes,Definitely yes,Probably no,Probably yes,Definitely no,Definitely yes,Definitely yes,31,Female,White or Caucasian,Some undergraduate education,Independent,Neither Liberal nor Conservative,Joe Biden
e12902fa178c1af17d5d2cd8b369de22,705,35,75,50,65,55,65,76,45,50,50,45,55,57,50,50,50,50,45,45,76,35,35,77,Probably yes,Probably yes,Definitely no,Probably no,Probably yes,Probably no,Definitely no,Definitely no,32,Male,White or Caucasian,Bachelor’s Degree,Republican Party,Very Conservative,Donald Trump
e5d0c52c5066f9d6c7392f961af780af,270,10,80,75,80,80,50,90,20,25,5,2,50,75,99,75,60,99,25,99,65,50,75,87,Definitely yes,Probably no,Probably no,Probably no,Definitely no,Probably no,Probably yes,Probably yes,37,Female,White or Caucasian,Bachelor’s Degree,Democratic Party,Very Liberal,Joe Biden
f82f7c4fa7d189f02db034badc460d54,373,10,60,35,28,40,70,45,20,70,20,60,50,10,70,35,18,60,30,80,10,20,35,77,Probably no,Probably no,Definitely no,Probably yes,Probably no,Definitely no,Probably yes,Probably no,28,Male,White or Caucasian,Bachelor’s Degree,Republican Party,Very Conservative,Donald Trump
4247b6be7f2fdb5da1f1bec7f23e9f40,1542,0,70,50,100,100,80,50,50,25,0,0,0,15,50,50,45,100,50,100,50,50,75,77,Probably yes,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,Definitely no,35,Male,White or Caucasian,High School Diploma,Independent,Very Conservative,Did not vote
a502708665d7f923db9acd8187705704,1365,25,35,55,60,55,40,70,35,30,20,15,30,10,90,60,25,80,35,70,20,10,65,77,Definitely yes,Definitely yes,Probably no,Probably yes,Definitely yes,Probably no,Definitely yes,Probably yes,29,Male,Black or African American,High School Diploma,Democratic Party,Slightly Liberal,Joe Biden
f0f647a87dababb566931535c19444b6,310,10,40,20,80,50,40,90,40,10,10,40,40,10,90,50,15,70,20,80,20,5,80,77,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Probably yes,Definitely yes,Definitely yes,44,Male,White or Caucasian,Bachelor’s Degree,Democratic Party,Slightly Liberal,Joe Biden
48722854730357bfcf73a7c271eda6ee,1255,10,65,50,75,70,20,25,50,10,5,5,10,25,30,85,10,85,25,85,10,5,85,77,Definitely yes,Definitely yes,Probably yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Probably yes,35,Female,Asian,Some undergraduate education,Democratic Party,Neither Liberal nor Conservative,Joe Biden
1e07ba1a30061637ce6b893b15a9a7b8,406,50,50,90,50,50,50,75,10,50,20,50,50,20,99,80,35,90,30,90,40,40,80,77,Definitely yes,Probably yes,Probably yes,Probably yes,Probably yes,Probably yes,Probably yes,Probably yes,67,Female,White or Caucasian,Some graduate education,Independent,Slightly Liberal,Joe Biden
6e13583eccddb900a67a7c9d46f7800e,361,0,50,60,70,50,60,70,40,40,40,40,40,40,60,60,60,60,50,50,60,30,60,60,Probably no,Definitely no,Definitely no,Probably no,Definitely no,Definitely no,Definitely no,Probably no,27,Male,Black or African American,High School Diploma,Prefer not to say,Slightly Conservative,Donald Trump
b7af6f3ec7de4fab0c53ede58747e2a8,870,2,56,95,74,77,68,82,33,2,5,12,38,46,85,74,61,88,62,98,39,34,69,77,Definitely yes,Probably yes,Definitely yes,Probably no,Probably no,Probably no,Probably yes,Definitely no,30,Male,White or Caucasian,Bachelor’s Degree,Democratic Party,Slightly Liberal,Joe Biden
